actor,nummovies,Wavgprofit,Wavgrating,GenreName
"Christoph Waltz",2,-75346.411255338,0.088235253,Comedy
"Clifton Collins Jr.",2,-4325.2575,0.088235253,Comedy
"Nick Cannon",2,-33469.228347969,0.088235253,Comedy
"Frankie Muniz",2,-4300.608722559,0.088235253,Comedy
"Hong Chau",2,-75346.411255338,0.088235253,Comedy
"Joe Pesci",2,1043.051417052,0.088235253,Comedy
"Matt O'Leary",2,-4325.2575,0.088235253,Comedy
"Anne Heche",2,2666.465885454,0.088235253,Comedy
"Adrian Young",2,-33469.228347969,0.088235253,Comedy
"Andy Comeau",2,1043.051417052,0.088235253,Comedy
"Jessica Cook",2,-4325.2575,0.088235253,Comedy
"Julianne Moore",2,2666.465885454,0.088235253,Comedy
"Art Bonilla",2,-33469.228347969,0.088235253,Comedy
"Hannah Spearritt",2,-4300.608722559,0.088235253,Comedy
"Paul Rudd",2,-7751.335488222,0.08650515,Comedy
"Taylor Lautner",2,-103806.18,0.08650515,Comedy
"Julia Stiles",2,19092.22293693,0.08650515,Comedy
"Sean Fox",2,-14282.06946912,0.08650515,Comedy
"Chris Elliott",2,81329.206045209,0.08650515,Comedy
"Adam Brody",2,-7751.335488222,0.08650515,Comedy
"Selma Blair",2,19092.22293693,0.08650515,Comedy
"J. Evan Bonifant",2,-14282.06946912,0.08650515,Comedy
"Mark Webber",2,81329.206045209,0.08650515,Comedy
"Jon Hamm",2,-7751.335488222,0.08650515,Comedy
"Shawn Hatosy",2,19092.22293693,0.08650515,Comedy
"Jean Smart",2,81329.206045209,0.08650515,Comedy
"Victor Wong",2,-14282.06946912,0.08650515,Comedy
"Jorge Garcia",2,-103806.18,0.08650515,Comedy
"Schuyler Fisk",2,81329.206045209,0.08650515,Comedy
"Freddie Prinze Jr.",2,19092.22293693,0.08650515,Comedy
"Max Elliott Slade",2,-14282.06946912,0.08650515,Comedy
"Mark Dacascos",2,-20527.630572528,0.079584738,Comedy
"Elizabeth Banks",2,-16265.312489565,0.079584738,Comedy
Solange,2,33224.835728292,0.079584738,Comedy
"Michael Beattie",2,-16265.312489565,0.079584738,Comedy
"Shad Moss",2,33224.835728292,0.079584738,Comedy
"James Marsden",2,-4031.679782136,0.079584738,Comedy
"Lucy Liu",2,-20527.630572528,0.079584738,Comedy
"Bruce Greenwood",2,-16265.312489565,0.079584738,Comedy
"Kathryn Hahn",2,-4031.679782136,0.079584738,Comedy
"Nicollette Sheridan",2,-20527.630572528,0.079584738,Comedy
Madonna,2,-16265.312489565,0.079584738,Comedy
